ecmwf  2018060800  0.5268	gfs  2018060800  0.4126	pwafs15  2018060800  0.4759	warms  2018060800  0.4453
ecmwf  2018060900  0.5238	gfs  2018060900  0.4208	pwafs15  2018060900  0.3946	warms  2018060900  0.4271
ecmwf  2018061000  0.3662	gfs  2018061000  0.3614	pwafs15  2018061000  0.3027	warms  2018061000  0.2681
ecmwf  2018061100  0.3371	gfs  2018061100  0.3352	pwafs15  2018061100  0.3153	warms  2018061100  0.2145
ecmwf  2018061200  0.503	gfs  2018061200  0.4701	pwafs15  2018061200  0.4958	warms  2018061200  0.457
ecmwf  2018061300  0.4333	gfs  2018061300  0.3789	pwafs15  2018061300  nan	warms  2018061300  0.296
ecmwf  2018061400  0.2842	gfs  2018061400  0.2983	pwafs15  2018061400  0.268	warms  2018061400  0.2316
ecmwf  2018061500  0.3639	gfs  2018061500  0.3102	pwafs15  2018061500  0.3265	warms  2018061500  0.3227
ecmwf  2018061600  0.288	gfs  2018061600  0.3418	pwafs15  2018061600  0.2991	warms  2018061600  0.3152
ecmwf  2018061700  0.1489	gfs  2018061700  0.0949	pwafs15  2018061700  0.1197	warms  2018061700  0.125
ecmwf  2018061800  0.2998	gfs  2018061800  0.2602	pwafs15  2018061800  0.2729	warms  2018061800  0.2998
ecmwf  2018061900  0.4758	gfs  2018061900  0.3723	pwafs15  2018061900  0.4043	warms  2018061900  0.4511
ecmwf  2018062000  0.3735	gfs  2018062000  0.3028	pwafs15  2018062000  0.3209	warms  2018062000  0.3195
ecmwf  2018062100  0.3895	gfs  2018062100  0.3886	pwafs15  2018062100  0.3712	warms  2018062100  0.3924
ecmwf  2018062200  0.3472	gfs  2018062200  0.341	pwafs15  2018062200  0.3182	warms  2018062200  0.3575
ecmwf  2018062300  0.4474	gfs  2018062300  0.3906	pwafs15  2018062300  0.3921	warms  2018062300  0.357
ecmwf  2018062400  0.2846	gfs  2018062400  0.3013	pwafs15  2018062400  0.3154	warms  2018062400  0.3077
ecmwf  2018062500  0.2926	gfs  2018062500  0.2278	pwafs15  2018062500  0.2275	warms  2018062500  0.2234
ecmwf  2018062600  0.4922	gfs  2018062600  0.3676	pwafs15  2018062600  0.4381	warms  2018062600  0.4049
ecmwf  2018062700  0.2981	gfs  2018062700  0.2578	pwafs15  2018062700  0.3142	warms  2018062700  0.255
ecmwf  2018062800  0.2621	gfs  2018062800  0.2256	pwafs15  2018062800  0.2416	warms  2018062800  0.2079
ecmwf  2018062900  0.2351	gfs  2018062900  0.2126	pwafs15  2018062900  0.1958	warms  2018062900  0.1901
ecmwf  2018063000  0.2656	gfs  2018063000  0.2926	pwafs15  2018063000  0.24	warms  2018063000  0.2733
ecmwf  2018070100  0.3939	gfs  2018070100  0.3556	pwafs15  2018070100  0.2256	warms  2018070100  0.3138
ecmwf  2018070200  0.3408	gfs  2018070200  0.2907	pwafs15  2018070200  0.2888	warms  2018070200  0.3432
ecmwf  2018070300  0.3229	gfs  2018070300  0.2955	pwafs15  2018070300  0.2899	warms  2018070300  nan
ecmwf  2018070400  0.3985	gfs  2018070400  0.2593	pwafs15  2018070400  0.3262	warms  2018070400  0.3111
ecmwf  2018070500  0.4518	gfs  2018070500  0.3509	pwafs15  2018070500  0.3467	warms  2018070500  0.3555
ecmwf  2018070600  0.4954	gfs  2018070600  0.4088	pwafs15  2018070600  0.3807	warms  2018070600  0.3451
ecmwf  2018070700  0.3812	gfs  2018070700  0.3607	pwafs15  2018070700  0.328	warms  2018070700  0.3499
ecmwf  2018070800  0.2831	gfs  2018070800  0.3652	pwafs15  2018070800  0.3489	warms  2018070800  0.347
ecmwf  2018070900  0.2969	gfs  2018070900  0.2605	pwafs15  2018070900  0.2403	warms  2018070900  0.2576
ecmwf  2018071000  0.255	gfs  2018071000  0.2383	pwafs15  2018071000  0.2437	warms  2018071000  0.2802
ecmwf  2018071100  0.4338	gfs  2018071100  0.3911	pwafs15  2018071100  0.3709	warms  2018071100  0.4133
ecmwf  2018071200  0.543	gfs  2018071200  0.482	pwafs15  2018071200  0.4475	warms  2018071200  0.4457
ecmwf  2018071300  0.2133	gfs  2018071300  0.2259	pwafs15  2018071300  0.2175	warms  2018071300  0.1979
ecmwf  2018071400  0.357	gfs  2018071400  0.2866	pwafs15  2018071400  0.2595	warms  2018071400  nan
ecmwf  2018071500  0.3361	gfs  2018071500  0.3064	pwafs15  2018071500  0.3075	warms  2018071500  nan
ecmwf  2018071600  0.2951	gfs  2018071600  0.3017	pwafs15  2018071600  0.346	warms  2018071600  0.2765
ecmwf  2018071700  0.4127	gfs  2018071700  0.4284	pwafs15  2018071700  nan	warms  2018071700  0.386
ecmwf  2018071800  0.3084	gfs  2018071800  0.2683	pwafs15  2018071800  0.3108	warms  2018071800  0.3234
ecmwf  2018071900  0.2628	gfs  2018071900  0.228	pwafs15  2018071900  0.2494	warms  2018071900  0.2632
ecmwf  2018072000  0.3391	gfs  2018072000  0.2665	pwafs15  2018072000  0.2885	warms  2018072000  0.2531
ecmwf  2018072100  0.3842	gfs  2018072100  0.2597	pwafs15  2018072100  0.3656	warms  2018072100  0.3012
ecmwf  2018072200  0.2841	gfs  2018072200  0.2827	pwafs15  2018072200  0.2807	warms  2018072200  0.2258
ecmwf  2018072300  0.3058	gfs  2018072300  0.2467	pwafs15  2018072300  0.281	warms  2018072300  0.2813
ecmwf  2018072400  0.3968	gfs  2018072400  0.3797	pwafs15  2018072400  nan	warms  2018072400  0.3909
ecmwf  2018072500  0.4892	gfs  2018072500  0.4096	pwafs15  2018072500  0.4209	warms  2018072500  0.4325
ecmwf  2018072600  0.3145	gfs  2018072600  0.2521	pwafs15  2018072600  0.2825	warms  2018072600  nan
ecmwf  2018072700  0.2444	gfs  2018072700  0.203	pwafs15  2018072700  0.2208	warms  2018072700  0.2667
ecmwf  2018072800  0.2388	gfs  2018072800  0.212	pwafs15  2018072800  0.2025	warms  2018072800  0.2115
ecmwf  2018072900  0.2937	gfs  2018072900  0.2541	pwafs15  2018072900  0.2789	warms  2018072900  0.2656
ecmwf  2018073000  0.2121	gfs  2018073000  0.2638	pwafs15  2018073000  0.2325	warms  2018073000  0.2167
ecmwf  2018073100  0.2442	gfs  2018073100  0.243	pwafs15  2018073100  0.2378	warms  2018073100  nan
ecmwf  2018080100  0.2298	gfs  2018080100  0.1725	pwafs15  2018080100  0.1317	warms  2018080100  0.1589
ecmwf  2018080200  0.2011	gfs  2018080200  0.1845	pwafs15  2018080200  0.2009	warms  2018080200  0.1735
ecmwf  2018080300  0.4303	gfs  2018080300  0.3417	pwafs15  2018080300  0.3248	warms  2018080300  0.326
ecmwf  2018080400  0.4246	gfs  2018080400  0.398	pwafs15  2018080400  0.3653	warms  2018080400  0.3733
ecmwf  2018080500  0.293	gfs  2018080500  0.2399	pwafs15  2018080500  0.2525	warms  2018080500  0.2402
ecmwf  2018080600  0.2079	gfs  2018080600  0.1777	pwafs15  2018080600  nan	warms  2018080600  0.1424
ecmwf  2018080700  0.1906	gfs  2018080700  0.1882	pwafs15  2018080700  0.1749	warms  2018080700  0.1719
ecmwf  2018080800  0.3286	gfs  2018080800  0.2874	pwafs15  2018080800  0.3024	warms  2018080800  0.2667
ecmwf  2018080900  0.2064	gfs  2018080900  0.2157	pwafs15  2018080900  0.2062	warms  2018080900  0.2136
ecmwf  2018081000  0.1617	gfs  2018081000  0.2024	pwafs15  2018081000  0.1667	warms  2018081000  0.1553
ecmwf  2018081100  0.2714	gfs  2018081100  0.245	pwafs15  2018081100  0.2818	warms  2018081100  0.2846
ecmwf  2018081200  0.2873	gfs  2018081200  0.3101	pwafs15  2018081200  0.2667	warms  2018081200  nan
ecmwf  2018081300  0.3661	gfs  2018081300  0.32	pwafs15  2018081300  0.3333	warms  2018081300  0.2945
ecmwf  2018081400  0.3768	gfs  2018081400  0.3835	pwafs15  2018081400  0.3122	warms  2018081400  0.375
ecmwf  2018081500  0.3584	gfs  2018081500  0.3681	pwafs15  2018081500  0.3198	warms  2018081500  0.3678
ecmwf  2018081600  0.2618	gfs  2018081600  0.2825	pwafs15  2018081600  0.264	warms  2018081600  0.2563
ecmwf  2018081700  0.4089	gfs  2018081700  0.3807	pwafs15  2018081700  0.3487	warms  2018081700  0.3709
ecmwf  2018081800  0.4342	gfs  2018081800  0.4059	pwafs15  2018081800  0.4125	warms  2018081800  0.4043
ecmwf  2018081900  0.1645	gfs  2018081900  0.186	pwafs15  2018081900  0.189	warms  2018081900  0.1634
ecmwf  2018082000  0.4299	gfs  2018082000  0.3991	pwafs15  2018082000  0.3694	warms  2018082000  0.3567
ecmwf  2018082100  0.3121	gfs  2018082100  0.243	pwafs15  2018082100  0.3356	warms  2018082100  0.3024
ecmwf  2018082200  0.4131	gfs  2018082200  0.3697	pwafs15  2018082200  0.3575	warms  2018082200  0.3673
ecmwf  2018082300  0.2746	gfs  2018082300  0.2879	pwafs15  2018082300  0.2989	warms  2018082300  0.2821
ecmwf  2018082400  0.2829	gfs  2018082400  0.2475	pwafs15  2018082400  0.2458	warms  2018082400  nan
ecmwf  2018082500  0.4254	gfs  2018082500  0.3711	pwafs15  2018082500  0.3576	warms  2018082500  0.3217
ecmwf  2018082600  0.3266	gfs  2018082600  0.2554	pwafs15  2018082600  0.3031	warms  2018082600  0.2917
ecmwf  2018082700  0.3029	gfs  2018082700  0.25	pwafs15  2018082700  0.2601	warms  2018082700  0.2431
ecmwf  2018082800  0.3457	gfs  2018082800  0.2776	pwafs15  2018082800  0.2824	warms  2018082800  0.2874
