ecmwf  2018060300  0.5751	gfs  2018060300  0.5878	pwafs15  2018060300  0.5846	warms  2018060300  0.5785
ecmwf  2018060400  0.5812	gfs  2018060400  0.5615	pwafs15  2018060400  0.5621	warms  2018060400  0.5776
ecmwf  2018060500  0.6326	gfs  2018060500  0.648	pwafs15  2018060500  0.6551	warms  2018060500  nan
ecmwf  2018060600  0.6276	gfs  2018060600  0.5985	pwafs15  2018060600  0.6522	warms  2018060600  0.6308
ecmwf  2018060700  0.5615	gfs  2018060700  0.5248	pwafs15  2018060700  0.5303	warms  2018060700  0.5818
ecmwf  2018060800  0.5674	gfs  2018060800  0.5983	pwafs15  2018060800  0.5589	warms  2018060800  0.6114
ecmwf  2018060900  0.6357	gfs  2018060900  0.6287	pwafs15  2018060900  0.5963	warms  2018060900  0.6462
ecmwf  2018061000  0.6129	gfs  2018061000  0.6338	pwafs15  2018061000  0.6303	warms  2018061000  0.6719
ecmwf  2018061100  0.5166	gfs  2018061100  0.495	pwafs15  2018061100  0.5619	warms  2018061100  0.5713
ecmwf  2018061200  0.5483	gfs  2018061200  0.4672	pwafs15  2018061200  0.5466	warms  2018061200  0.5269
ecmwf  2018061300  0.6382	gfs  2018061300  0.6317	pwafs15  2018061300  nan	warms  2018061300  0.6624
ecmwf  2018061400  0.61	gfs  2018061400  0.5461	pwafs15  2018061400  0.5558	warms  2018061400  0.5987
ecmwf  2018061500  0.5124	gfs  2018061500  0.4931	pwafs15  2018061500  0.4674	warms  2018061500  0.57
ecmwf  2018061600  0.4933	gfs  2018061600  0.4615	pwafs15  2018061600  0.4587	warms  2018061600  0.5423
ecmwf  2018061700  0.4849	gfs  2018061700  0.4798	pwafs15  2018061700  0.4841	warms  2018061700  0.5108
ecmwf  2018061800  0.4589	gfs  2018061800  0.4702	pwafs15  2018061800  0.442	warms  2018061800  0.4896
ecmwf  2018061900  0.5303	gfs  2018061900  0.5145	pwafs15  2018061900  0.5093	warms  2018061900  0.5815
ecmwf  2018062000  0.5664	gfs  2018062000  0.5749	pwafs15  2018062000  0.5548	warms  2018062000  0.5985
ecmwf  2018062100  0.6059	gfs  2018062100  0.6038	pwafs15  2018062100  0.5994	warms  2018062100  0.6426
ecmwf  2018062200  0.6026	gfs  2018062200  0.5839	pwafs15  2018062200  0.5428	warms  2018062200  0.6036
ecmwf  2018062300  0.6569	gfs  2018062300  0.6318	pwafs15  2018062300  0.606	warms  2018062300  0.6542
ecmwf  2018062400  0.6137	gfs  2018062400  0.5954	pwafs15  2018062400  0.6095	warms  2018062400  0.631
ecmwf  2018062500  0.6093	gfs  2018062500  0.6025	pwafs15  2018062500  0.5922	warms  2018062500  0.5977
ecmwf  2018062600  0.5893	gfs  2018062600  0.6041	pwafs15  2018062600  0.5921	warms  2018062600  0.6243
ecmwf  2018062700  0.5652	gfs  2018062700  0.5823	pwafs15  2018062700  0.5884	warms  2018062700  0.6674
ecmwf  2018062800  0.4629	gfs  2018062800  0.4773	pwafs15  2018062800  0.4874	warms  2018062800  0.5024
ecmwf  2018062900  0.3924	gfs  2018062900  0.4375	pwafs15  2018062900  0.4279	warms  2018062900  0.4969
ecmwf  2018063000  0.4299	gfs  2018063000  0.4405	pwafs15  2018063000  0.408	warms  2018063000  0.449
ecmwf  2018070100  0.5253	gfs  2018070100  0.5127	pwafs15  2018070100  0.519	warms  2018070100  0.5547
ecmwf  2018070200  0.539	gfs  2018070200  0.5259	pwafs15  2018070200  0.5212	warms  2018070200  0.5937
ecmwf  2018070300  0.5193	gfs  2018070300  0.5526	pwafs15  2018070300  0.558	warms  2018070300  nan
ecmwf  2018070400  0.5422	gfs  2018070400  0.5247	pwafs15  2018070400  0.5174	warms  2018070400  0.5502
ecmwf  2018070500  0.5496	gfs  2018070500  0.5402	pwafs15  2018070500  0.5182	warms  2018070500  0.5995
ecmwf  2018070600  0.5207	gfs  2018070600  0.5094	pwafs15  2018070600  0.5201	warms  2018070600  0.5504
ecmwf  2018070700  0.6436	gfs  2018070700  0.6455	pwafs15  2018070700  0.6588	warms  2018070700  0.6757
ecmwf  2018070800  0.719	gfs  2018070800  0.7228	pwafs15  2018070800  0.7218	warms  2018070800  0.733
ecmwf  2018070900  0.6967	gfs  2018070900  0.6871	pwafs15  2018070900  0.6806	warms  2018070900  0.7011
ecmwf  2018071000  0.6163	gfs  2018071000  0.6308	pwafs15  2018071000  0.6172	warms  2018071000  0.6759
ecmwf  2018071100  0.5097	gfs  2018071100  0.5191	pwafs15  2018071100  0.5196	warms  2018071100  0.5899
ecmwf  2018071200  0.5461	gfs  2018071200  0.5569	pwafs15  2018071200  0.5668	warms  2018071200  0.6463
ecmwf  2018071300  0.5356	gfs  2018071300  0.5228	pwafs15  2018071300  0.534	warms  2018071300  0.5841
ecmwf  2018071400  0.5519	gfs  2018071400  0.5602	pwafs15  2018071400  0.5369	warms  2018071400  nan
ecmwf  2018071500  0.4714	gfs  2018071500  0.5008	pwafs15  2018071500  0.5036	warms  2018071500  nan
ecmwf  2018071600  0.4816	gfs  2018071600  0.5186	pwafs15  2018071600  0.4936	warms  2018071600  0.558
ecmwf  2018071700  0.5403	gfs  2018071700  0.539	pwafs15  2018071700  nan	warms  2018071700  0.6188
ecmwf  2018071800  0.402	gfs  2018071800  0.4178	pwafs15  2018071800  0.4176	warms  2018071800  0.5309
ecmwf  2018071900  0.3611	gfs  2018071900  0.3903	pwafs15  2018071900  0.3688	warms  2018071900  0.469
ecmwf  2018072000  0.3993	gfs  2018072000  0.434	pwafs15  2018072000  0.4125	warms  2018072000  0.4865
ecmwf  2018072100  0.4247	gfs  2018072100  0.4662	pwafs15  2018072100  0.4262	warms  2018072100  0.5331
ecmwf  2018072200  0.3912	gfs  2018072200  0.4141	pwafs15  2018072200  0.4011	warms  2018072200  0.491
ecmwf  2018072300  0.4637	gfs  2018072300  0.4721	pwafs15  2018072300  0.4772	warms  2018072300  0.5216
ecmwf  2018072400  0.5128	gfs  2018072400  0.5181	pwafs15  2018072400  nan	warms  2018072400  0.5821
ecmwf  2018072500  0.5248	gfs  2018072500  0.5263	pwafs15  2018072500  0.5184	warms  2018072500  0.573
ecmwf  2018072600  0.4399	gfs  2018072600  0.4033	pwafs15  2018072600  0.4331	warms  2018072600  nan
ecmwf  2018072700  0.481	gfs  2018072700  0.4715	pwafs15  2018072700  0.4818	warms  2018072700  0.5045
ecmwf  2018072800  0.4199	gfs  2018072800  0.4332	pwafs15  2018072800  0.4499	warms  2018072800  0.5099
ecmwf  2018072900  0.4053	gfs  2018072900  0.4157	pwafs15  2018072900  0.4311	warms  2018072900  0.4944
ecmwf  2018073000  0.4366	gfs  2018073000  0.4409	pwafs15  2018073000  0.456	warms  2018073000  0.5
ecmwf  2018073100  0.5117	gfs  2018073100  0.5359	pwafs15  2018073100  0.5344	warms  2018073100  nan
ecmwf  2018080100  0.4337	gfs  2018080100  0.4467	pwafs15  2018080100  0.45	warms  2018080100  0.477
ecmwf  2018080200  0.475	gfs  2018080200  0.4978	pwafs15  2018080200  0.5019	warms  2018080200  0.5407
ecmwf  2018080300  0.5008	gfs  2018080300  0.5529	pwafs15  2018080300  0.5587	warms  2018080300  0.5978
ecmwf  2018080400  0.6017	gfs  2018080400  0.6131	pwafs15  2018080400  0.6359	warms  2018080400  0.6576
ecmwf  2018080500  0.5105	gfs  2018080500  0.5024	pwafs15  2018080500  0.5193	warms  2018080500  0.531
ecmwf  2018080600  0.463	gfs  2018080600  0.4727	pwafs15  2018080600  nan	warms  2018080600  0.4906
ecmwf  2018080700  0.4731	gfs  2018080700  0.4803	pwafs15  2018080700  0.471	warms  2018080700  0.499
ecmwf  2018080800  0.4942	gfs  2018080800  0.5231	pwafs15  2018080800  0.5002	warms  2018080800  0.5701
ecmwf  2018080900  0.4359	gfs  2018080900  0.4575	pwafs15  2018080900  0.4425	warms  2018080900  0.4872
ecmwf  2018081000  0.422	gfs  2018081000  0.4209	pwafs15  2018081000  0.4354	warms  2018081000  0.4532
ecmwf  2018081100  0.4556	gfs  2018081100  0.4485	pwafs15  2018081100  0.4305	warms  2018081100  0.4986
ecmwf  2018081200  0.504	gfs  2018081200  0.5301	pwafs15  2018081200  0.503	warms  2018081200  nan
ecmwf  2018081300  0.544	gfs  2018081300  0.5584	pwafs15  2018081300  0.5355	warms  2018081300  0.5928
ecmwf  2018081400  0.5747	gfs  2018081400  0.5988	pwafs15  2018081400  0.5742	warms  2018081400  0.6398
ecmwf  2018081500  0.4883	gfs  2018081500  0.508	pwafs15  2018081500  0.5143	warms  2018081500  0.5488
ecmwf  2018081600  0.5549	gfs  2018081600  0.5721	pwafs15  2018081600  0.5819	warms  2018081600  0.6159
ecmwf  2018081700  0.6516	gfs  2018081700  0.6668	pwafs15  2018081700  0.6735	warms  2018081700  0.6658
ecmwf  2018081800  0.5645	gfs  2018081800  0.5639	pwafs15  2018081800  0.5753	warms  2018081800  0.5701
ecmwf  2018081900  0.4949	gfs  2018081900  0.496	pwafs15  2018081900  0.4944	warms  2018081900  0.456
ecmwf  2018082000  0.4583	gfs  2018082000  0.455	pwafs15  2018082000  0.481	warms  2018082000  0.5343
ecmwf  2018082100  0.4842	gfs  2018082100  0.4834	pwafs15  2018082100  0.5026	warms  2018082100  0.5094
ecmwf  2018082200  0.5599	gfs  2018082200  0.5696	pwafs15  2018082200  0.587	warms  2018082200  0.6282
ecmwf  2018082300  0.4904	gfs  2018082300  0.4714	pwafs15  2018082300  0.5269	warms  2018082300  0.5144
ecmwf  2018082400  0.4386	gfs  2018082400  0.4127	pwafs15  2018082400  0.4486	warms  2018082400  nan
ecmwf  2018082500  0.5125	gfs  2018082500  0.489	pwafs15  2018082500  0.5029	warms  2018082500  0.5551
ecmwf  2018082600  0.5747	gfs  2018082600  0.5574	pwafs15  2018082600  0.5832	warms  2018082600  0.63
ecmwf  2018082700  0.5399	gfs  2018082700  0.5288	pwafs15  2018082700  0.5707	warms  2018082700  0.5897
ecmwf  2018082800  0.5014	gfs  2018082800  0.5135	pwafs15  2018082800  0.5245	warms  2018082800  0.5425
